City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches)
236,Emba,KZ,2020-07-10 10:55:37,48.83,58.14,92.66,28,0,13.78,clear sky,0.0,0.0
237,Zhigansk,RU,2020-07-10 10:50:11,66.77,123.37,70.72,46,58,4.32,broken clouds,0.0,0.0
238,Taltal,CL,2020-07-10 10:55:37,-25.4,-70.48,51.73,73,14,1.57,few clouds,0.0,0.0
239,Nagato,JP,2020-07-10 10:55:37,34.38,131.2,75.2,100,75,9.17,broken clouds,0.0,0.0
240,Pacifica,US,2020-07-10 10:55:38,37.61,-122.49,55.99,93,90,5.82,mist,0.0,0.0
241,Natal,BR,2020-07-10 10:53:47,-5.79,-35.21,73.4,100,20,4.7,few clouds,0.0,0.0
242,Okhotsk,RU,2020-07-10 10:55:38,59.38,143.3,52.59,92,99,4.65,overcast clouds,0.0,0.0
243,Nampula,MZ,2020-07-10 10:52:48,-15.12,39.27,78.8,50,40,5.82,scattered clouds,0.0,0.0
244,Coihaique,CL,2020-07-10 10:49:13,-45.58,-72.07,33.8,74,40,3.36,scattered clouds,0.0,0.0
245,Mayumba,GA,2020-07-10 10:55:38,-3.43,10.66,77.29,74,87,6.62,overcast clouds,0.0,0.0
246,Tasiilaq,GL,2020-07-10 10:49:22,65.61,-37.64,42.8,81,75,5.82,broken clouds,0.0,0.0
247,Denpasar,ID,2020-07-10 10:55:39,-8.65,115.22,80.6,100,40,12.75,scattered clouds,0.0,0.0
248,Areka,ET,2020-07-10 10:55:39,7.07,37.7,71.89,67,78,3.83,broken clouds,0.0,0.0
249,Grindavik,IS,2020-07-10 10:55:39,63.84,-22.43,50.0,76,75,6.93,broken clouds,0.0,0.0
250,Sterling,US,2020-07-10 10:55:39,39.01,-77.43,73.4,88,20,8.05,few clouds,0.0,0.0
251,Ahipara,NZ,2020-07-10 10:49:45,-35.17,173.17,51.33,82,1,4.56,clear sky,0.0,0.0
252,Koboko,UG,2020-07-10 10:55:40,3.41,30.96,76.48,74,77,2.89,light rain,0.0,0.0
253,Udachnyy,RU,2020-07-10 10:55:40,66.42,112.4,60.8,93,90,8.95,light intensity shower rain,0.0,0.0
254,Talnakh,RU,2020-07-10 10:49:18,69.49,88.4,64.4,59,5,35.79,clear sky,0.0,0.0
255,Puerto Narino,CO,2020-07-10 10:55:40,-3.77,-70.38,70.09,99,100,2.8,light rain,0.0,0.0
256,Kamina,CD,2020-07-10 10:55:40,-8.74,24.99,89.89,21,38,6.22,scattered clouds,0.0,0.0
257,Valparaiso,CL,2020-07-10 10:53:56,-33.04,-71.63,41.0,100,100,2.24,overcast clouds,0.0,0.0
258,Kavieng,PG,2020-07-10 10:48:53,-2.57,150.8,82.83,78,99,12.19,light rain,0.0,0.0
259,Thinadhoo,MV,2020-07-10 10:49:28,0.53,72.93,85.03,69,91,7.16,overcast clouds,0.0,0.0
260,Novonikolsk,RU,2020-07-10 10:55:41,43.85,131.86,71.6,88,94,4.47,overcast clouds,0.0,0.0
261,Kyren,RU,2020-07-10 10:55:41,51.68,102.14,76.23,43,56,3.44,broken clouds,0.0,0.0
262,Srednekolymsk,RU,2020-07-10 10:55:41,67.45,153.68,64.67,54,89,9.75,overcast clouds,0.0,0.0
263,Tortoli,IT,2020-07-10 10:55:41,39.93,9.66,91.4,49,20,5.82,few clouds,0.0,0.0
264,Faanui,PF,2020-07-10 10:49:47,-16.48,-151.75,77.77,79,58,20.15,light rain,0.0,0.0
265,Port Lincoln,AU,2020-07-10 10:55:42,-34.73,135.87,52.77,78,47,14.45,light rain,0.0,0.0
266,Lebu,CL,2020-07-10 10:48:04,-37.62,-73.65,50.4,84,100,9.82,overcast clouds,0.0,0.0
267,Tazovskiy,RU,2020-07-10 10:49:01,67.47,78.7,65.93,52,0,15.32,clear sky,0.0,0.0
268,Mazyr,BY,2020-07-10 10:55:42,52.05,29.25,74.48,58,34,13.0,scattered clouds,0.0,0.0
269,Ceyranbatan,AZ,2020-07-10 10:55:42,40.54,49.66,84.2,58,44,29.97,scattered clouds,0.0,0.0
270,Sinnamary,GF,2020-07-10 10:55:42,5.38,-52.95,77.68,87,85,7.65,light rain,0.0,0.0
271,Papetoai,PF,2020-07-10 10:55:42,-17.5,-149.87,75.2,69,75,4.7,broken clouds,0.0,0.0
272,Fort Morgan,US,2020-07-10 10:52:10,40.25,-103.8,64.4,88,1,10.29,clear sky,0.0,0.0
273,West Bay,KY,2020-07-10 10:50:53,19.37,-81.42,84.0,76,95,14.85,overcast clouds,0.0,0.0
274,Anadyr,RU,2020-07-10 10:55:43,64.75,177.48,55.4,87,40,2.24,scattered clouds,0.0,0.0
275,Jurado,CO,2020-07-10 10:55:43,7.11,-77.76,75.45,92,100,3.78,moderate rain,0.1,0.0
276,Atambua,ID,2020-07-10 10:50:05,-9.11,124.89,71.83,84,45,4.07,scattered clouds,0.0,0.0
277,Saint-Michel-Des-Saints,CA,2020-07-10 10:55:43,46.68,-73.92,73.0,8,32,3.6,scattered clouds,0.0,0.0
278,Ellwangen,DE,2020-07-10 10:55:43,48.96,10.13,81.0,50,28,5.99,scattered clouds,0.0,0.0
279,Praia,CV,2020-07-10 10:54:31,14.92,-23.51,80.6,69,20,2.24,few clouds,0.0,0.0
280,Geraldton,AU,2020-07-10 10:50:01,-28.77,114.6,57.2,58,19,8.05,few clouds,0.0,0.0
281,Kitui,KE,2020-07-10 10:55:44,-1.37,38.01,79.36,38,98,11.05,overcast clouds,0.0,0.0
282,Mantua,IT,2020-07-10 10:55:15,45.17,10.78,89.01,49,2,3.0,clear sky,0.0,0.0
283,Bilokurakyne,UA,2020-07-10 10:55:44,49.53,38.73,76.73,43,23,8.68,few clouds,0.0,0.0
284,Laguna,US,2020-07-10 10:55:44,38.42,-121.42,69.01,60,1,4.7,clear sky,0.0,0.0
285,Udarnyy,RU,2020-07-10 10:55:44,54.34,42.86,73.65,50,0,8.59,clear sky,0.0,0.0
286,Peyima,SL,2020-07-10 10:55:44,8.7,-11.03,71.47,97,100,2.71,light rain,0.0,0.0
287,Flinders,AU,2020-07-10 10:49:57,-34.58,150.86,57.99,83,97,1.01,overcast clouds,0.0,0.0
288,Venado Tuerto,AR,2020-07-10 10:55:45,-33.75,-61.97,46.0,75,61,10.0,broken clouds,0.0,0.0
289,Lagoa,PT,2020-07-10 10:55:45,39.05,-27.98,67.82,77,72,5.73,broken clouds,0.0,0.0
290,Vila Franca Do Campo,PT,2020-07-10 10:55:45,37.72,-25.43,71.6,60,40,5.82,scattered clouds,0.0,0.0
291,Little Current,CA,2020-07-10 10:55:45,45.98,-81.92,71.6,94,40,6.93,scattered clouds,0.0,0.0
292,Verkh-Usugli,RU,2020-07-10 10:55:45,52.7,115.17,74.84,58,47,4.18,scattered clouds,0.0,0.0
293,Nizwa,OM,2020-07-10 10:55:46,22.93,57.53,107.31,15,79,7.78,broken clouds,0.0,0.0
294,Lalibela,ET,2020-07-10 10:55:46,12.03,39.03,74.98,35,60,2.53,broken clouds,0.0,0.0
295,Saint Anthony,US,2020-07-10 10:49:50,45.02,-93.22,68.0,88,1,4.7,clear sky,0.0,0.0
296,Port Elizabeth,ZA,2020-07-10 10:49:03,-33.92,25.57,66.2,63,20,3.36,few clouds,0.0,0.0
297,Cayenne,GF,2020-07-10 10:49:37,4.93,-52.33,73.4,100,20,1.12,few clouds,0.0,0.0
298,Trelew,AR,2020-07-10 10:49:29,-43.25,-65.31,34.39,88,78,12.3,broken clouds,0.0,0.0
299,Namatanai,PG,2020-07-10 10:55:46,-3.67,152.43,80.73,76,98,7.63,overcast clouds,0.0,0.0
300,Sfantu Gheorghe,RO,2020-07-10 10:55:46,45.87,25.78,80.46,48,0,2.13,clear sky,0.0,0.0
301,San Quintin,MX,2020-07-10 10:49:52,30.48,-115.95,63.79,89,3,3.87,clear sky,0.0,0.0
302,Aksarka,RU,2020-07-10 10:55:47,66.56,67.8,72.54,37,78,5.5,broken clouds,0.0,0.0
303,Garden City,US,2020-07-10 10:51:54,42.33,-83.33,78.01,83,75,5.82,broken clouds,0.0,0.0
304,Show Low,US,2020-07-10 10:55:47,34.25,-110.03,62.6,42,1,3.24,clear sky,0.0,0.0
305,Pskov,RU,2020-07-10 10:55:47,57.81,28.35,62.6,77,40,4.47,light intensity shower rain,0.0,0.0
306,Ulladulla,AU,2020-07-10 10:55:47,-35.35,150.47,51.8,81,40,1.12,scattered clouds,0.0,0.0
307,Ville-Marie,CA,2020-07-10 10:51:15,47.33,-79.43,68.0,88,90,4.7,overcast clouds,0.0,0.0
308,Alofi,NU,2020-07-10 10:50:13,-19.06,-169.92,73.4,83,100,18.34,light rain,0.0,0.0
309,Yangjiang,CN,2020-07-10 10:55:48,21.85,111.97,83.35,86,100,13.87,overcast clouds,0.0,0.0
310,Hamilton,US,2020-07-10 10:55:48,39.18,-84.53,75.99,94,1,4.88,mist,0.0,0.0
311,Huambo,AO,2020-07-10 10:55:48,-12.78,15.74,77.0,29,41,3.36,scattered clouds,0.0,0.0
312,Cururupu,BR,2020-07-10 10:50:15,-1.83,-44.87,79.27,85,99,5.53,overcast clouds,0.0,0.0
313,Khandbari,NP,2020-07-10 10:49:36,27.37,87.2,76.06,77,100,0.78,light rain,0.0,0.0
314,Bethel,US,2020-07-10 10:49:42,41.37,-73.41,73.0,100,90,4.7,overcast clouds,0.0,0.0
315,Ponta Do Sol,PT,2020-07-10 10:49:43,32.67,-17.1,73.4,60,20,23.04,few clouds,0.0,0.0
316,Shimoda,JP,2020-07-10 10:55:49,34.67,138.95,72.0,89,69,1.01,light rain,0.0,0.0
317,Tuatapere,NZ,2020-07-10 10:55:49,-46.13,167.68,46.02,83,98,6.08,overcast clouds,0.0,0.0
318,Esperance,AU,2020-07-10 10:55:49,-33.87,121.9,48.2,93,90,5.82,overcast clouds,0.0,0.0
319,Djougou,BJ,2020-07-10 10:55:49,9.71,1.67,78.33,75,98,9.57,overcast clouds,0.0,0.0
320,Kavaratti,IN,2020-07-10 10:55:50,10.57,72.64,83.82,75,100,13.49,light rain,0.0,0.0
321,Constitucion,CL,2020-07-10 10:48:58,-35.33,-72.42,53.78,92,100,11.03,light rain,0.0,0.0
322,Kabwe,ZM,2020-07-10 10:55:50,-14.45,28.45,82.38,35,51,5.7,broken clouds,0.0,0.0
323,Klaksvik,FO,2020-07-10 10:48:52,62.23,-6.59,51.8,71,20,19.46,few clouds,0.0,0.0
324,Mount Gambier,AU,2020-07-10 10:55:50,-37.83,140.77,50.0,87,90,6.93,overcast clouds,0.0,0.0
325,Shelburne,CA,2020-07-10 10:55:50,44.08,-80.2,72.0,93,1,2.24,clear sky,0.0,0.0
326,Nelson Bay,AU,2020-07-10 10:49:29,-32.72,152.15,54.0,93,40,5.91,scattered clouds,0.0,0.0
327,Abu Samrah,SY,2020-07-10 10:55:51,35.3,37.18,98.17,18,0,6.04,clear sky,0.0,0.0
328,Takoradi,GH,2020-07-10 10:49:53,4.88,-1.76,78.94,81,68,10.76,light rain,0.0,0.0
329,La Paz,BO,2020-07-10 10:54:26,-16.5,-68.15,28.4,36,40,4.7,scattered clouds,0.0,0.0
330,Inhambane,MZ,2020-07-10 10:55:51,-23.86,35.38,77.0,65,20,11.41,few clouds,0.0,0.0
331,Marrakesh,MA,2020-07-10 10:53:26,31.63,-8.01,86.0,35,0,4.7,clear sky,0.0,0.0
332,Keuruu,FI,2020-07-10 10:55:51,62.27,24.7,64.4,48,40,13.87,shower rain,0.0,0.0
333,Nushki,PK,2020-07-10 10:55:51,29.55,66.02,105.69,6,0,16.4,clear sky,0.0,0.0
334,Sirjan,IR,2020-07-10 10:55:52,29.45,55.68,96.64,9,2,17.11,clear sky,0.0,0.0
335,Ulaanbaatar,MN,2020-07-10 10:55:52,47.91,106.88,59.0,82,75,13.42,broken clouds,0.0,0.0
336,Ribas Do Rio Pardo,BR,2020-07-10 10:54:03,-20.44,-53.76,58.77,67,62,4.18,broken clouds,0.0,0.0
337,Yar-Sale,RU,2020-07-10 10:49:38,66.83,70.83,72.97,40,0,7.85,clear sky,0.0,0.0
338,Alibag,IN,2020-07-10 10:55:52,18.64,72.88,87.8,74,75,12.75,haze,0.0,0.0
339,Half Moon Bay,US,2020-07-10 10:55:52,37.46,-122.43,59.0,93,90,5.82,mist,0.0,0.0
340,Khasan,RU,2020-07-10 10:55:53,42.43,130.64,66.79,94,100,2.48,overcast clouds,0.0,0.0
341,Necochea,AR,2020-07-10 10:50:12,-38.55,-58.74,48.99,83,100,11.01,overcast clouds,0.0,0.0
342,Aksu,CN,2020-07-10 10:54:29,41.12,80.26,90.84,17,32,2.77,scattered clouds,0.0,0.0
343,Werdohl,DE,2020-07-10 10:55:53,51.27,7.77,63.0,95,100,1.99,light rain,0.0,0.0
344,Launceston,AU,2020-07-10 10:52:31,-41.45,147.17,43.0,93,100,4.7,overcast clouds,0.0,0.0
345,Amapa,BR,2020-07-10 10:55:53,1.0,-52.0,73.9,96,55,0.81,broken clouds,0.0,0.0
346,Lasa,IT,2020-07-10 10:48:52,46.62,10.7,66.2,68,20,11.41,few clouds,0.0,0.0
347,Coahuayana,MX,2020-07-10 10:55:53,18.73,-103.68,78.21,77,100,2.75,overcast clouds,0.0,0.0
348,Sanchor,IN,2020-07-10 10:55:54,24.76,71.77,97.43,49,87,19.62,overcast clouds,0.0,0.0
349,Katsuura,JP,2020-07-10 10:49:14,35.13,140.3,81.0,83,38,5.99,scattered clouds,0.0,0.0
350,Mampong,GH,2020-07-10 10:55:54,7.06,-1.4,73.11,88,99,4.94,overcast clouds,0.0,0.0
351,Severo-Kurilsk,RU,2020-07-10 10:49:01,50.68,156.12,49.1,93,100,8.84,light rain,0.0,0.0
352,Artyom,AZ,2020-07-10 10:55:54,40.47,50.33,84.2,58,28,29.97,scattered clouds,0.0,0.0
353,Pisco,PE,2020-07-10 10:49:00,-13.7,-76.22,52.0,87,20,4.7,smoke,0.0,0.0
354,Altamont,US,2020-07-10 10:55:54,42.21,-121.74,50.0,87,1,3.6,clear sky,0.0,0.0
355,Kumla,SE,2020-07-10 10:55:55,59.13,15.14,70.0,67,65,3.36,light rain,0.0,0.0
356,Davila,PH,2020-07-10 10:55:55,18.47,120.58,87.8,74,40,4.7,thunderstorm with light rain,0.0,0.0
357,Forestville,US,2020-07-10 10:54:16,38.85,-76.88,75.99,94,90,11.41,moderate rain,0.1,0.0
358,Hami,CN,2020-07-10 10:55:55,42.8,93.45,93.09,12,97,6.64,overcast clouds,0.0,0.0
359,Tandahimba,TZ,2020-07-10 10:55:55,-10.75,39.63,85.78,40,43,12.21,scattered clouds,0.0,0.0
360,Monrovia,LR,2020-07-10 10:55:55,6.3,-10.8,78.8,83,75,9.17,broken clouds,0.0,0.0
361,Zhangjiakou,CN,2020-07-10 10:55:55,40.81,114.88,72.72,68,42,12.03,scattered clouds,0.0,0.0
362,Duluth,US,2020-07-10 10:54:12,46.78,-92.11,66.2,77,1,5.82,clear sky,0.0,0.0
363,Nemuro,JP,2020-07-10 10:55:56,43.32,145.57,57.2,100,90,5.82,fog,0.0,0.0
364,Zagare,LT,2020-07-10 10:55:56,56.36,23.25,60.8,93,90,5.82,light intensity drizzle,0.0,0.0
365,Autazes,BR,2020-07-10 10:55:56,-3.58,-59.13,74.1,92,46,2.04,scattered clouds,0.0,0.0
366,Wattegama,LK,2020-07-10 10:55:56,6.8,81.48,91.4,59,90,12.75,overcast clouds,0.0,0.0
367,Puerto Lopez,CO,2020-07-10 10:55:56,4.08,-72.96,70.34,96,100,3.02,light rain,0.0,0.0
368,Caborca,MX,2020-07-10 10:48:55,30.58,-111.1,78.01,72,100,1.01,overcast clouds,0.0,0.0
369,Sigli,ID,2020-07-10 10:55:57,5.38,95.96,82.09,73,96,4.12,light rain,0.0,0.0
370,Sungaipenuh,ID,2020-07-10 10:55:57,-2.08,101.38,69.53,94,88,0.65,light rain,0.0,0.0
371,Basco,PH,2020-07-10 10:55:57,20.45,121.97,85.93,70,91,4.16,overcast clouds,0.0,0.0
372,Adwa,ET,2020-07-10 10:55:57,14.16,38.9,76.84,48,24,12.3,light rain,0.0,0.0
373,Kichera,RU,2020-07-10 10:55:58,55.94,110.1,70.41,64,81,2.44,broken clouds,0.0,0.0
374,Tambun,ID,2020-07-10 10:55:58,-6.26,107.07,86.0,66,40,5.82,haze,0.0,0.0
375,Grand-Bourg,GP,2020-07-10 10:55:58,15.88,-61.31,80.6,83,75,6.93,broken clouds,0.0,0.0
376,Sobolevo,RU,2020-07-10 10:49:39,54.43,31.9,67.26,70,28,15.32,scattered clouds,0.0,0.0
377,Pemba,MZ,2020-07-10 10:55:58,-12.97,40.52,78.08,67,58,15.23,broken clouds,0.0,0.0
378,Oum Hadjer,TD,2020-07-10 10:49:58,13.3,19.7,92.43,40,99,10.94,overcast clouds,0.0,0.0
379,Naze,JP,2020-07-10 10:49:34,28.37,129.48,84.2,94,40,8.05,scattered clouds,0.0,0.0
380,Lorengau,PG,2020-07-10 10:49:41,-2.02,147.27,82.65,77,96,8.86,overcast clouds,0.0,0.0
381,Clyde River,CA,2020-07-10 10:55:59,70.47,-68.59,53.6,62,1,6.93,clear sky,0.0,0.0
382,Ambovombe,MG,2020-07-10 10:55:59,-25.17,46.08,76.28,47,0,8.14,clear sky,0.0,0.0
383,Innisfail,AU,2020-07-10 10:55:59,-17.53,146.03,69.37,86,19,4.88,few clouds,0.0,0.0
384,Sao Filipe,CV,2020-07-10 10:55:59,14.9,-24.5,76.44,78,69,9.53,broken clouds,0.0,0.0
385,Ketchikan,US,2020-07-10 10:49:50,55.34,-131.65,55.4,93,90,14.99,moderate rain,0.1,0.0
386,Xuanhua,CN,2020-07-10 10:56:00,40.61,115.04,74.25,66,28,8.88,light rain,0.0,0.0
387,Banda Aceh,ID,2020-07-10 10:56:00,5.56,95.32,81.75,75,100,2.84,overcast clouds,0.0,0.0
388,Sarkand,KZ,2020-07-10 10:49:20,45.41,79.92,79.7,29,97,6.02,light rain,0.0,0.0
389,Bandarbeyla,SO,2020-07-10 10:56:00,9.49,50.81,93.51,40,100,27.78,overcast clouds,0.0,0.0
390,Jardim,BR,2020-07-10 10:56:00,-21.48,-56.14,57.52,72,98,4.54,overcast clouds,0.0,0.0
391,Kerema,PG,2020-07-10 10:49:49,-7.96,145.78,79.65,88,81,5.39,light rain,0.0,0.0
392,Port Antonio,JM,2020-07-10 10:56:01,18.18,-76.46,82.4,65,20,11.41,few clouds,0.0,0.0
393,Coquimbo,CL,2020-07-10 10:49:36,-29.95,-71.34,48.2,70,23,2.24,few clouds,0.0,0.0
394,Poltavka,RU,2020-07-10 10:56:01,54.37,71.76,74.39,51,1,14.81,clear sky,0.0,0.0
395,Teguise,ES,2020-07-10 10:56:01,29.06,-13.56,78.8,57,20,24.16,few clouds,0.0,0.0
396,Dudinka,RU,2020-07-10 10:56:01,69.41,86.18,64.4,59,0,33.55,clear sky,0.0,0.0
397,Port Blair,IN,2020-07-10 10:54:09,11.67,92.75,84.0,76,99,13.11,overcast clouds,0.0,0.0
398,Conneaut,US,2020-07-10 10:56:01,41.95,-80.55,75.0,88,1,6.93,clear sky,0.0,0.0
399,Campeche,MX,2020-07-10 10:56:02,19.0,-90.5,72.41,98,94,1.9,overcast clouds,0.0,0.0
400,Asau,RO,2020-07-10 10:49:31,46.43,26.4,84.0,45,20,8.05,few clouds,0.0,0.0
401,Cam Ranh,VN,2020-07-10 10:56:02,11.92,109.16,91.4,66,20,12.75,few clouds,0.0,0.0
402,Karpathos,GR,2020-07-10 10:56:02,35.51,27.21,82.4,61,20,28.86,few clouds,0.0,0.0
403,Smidovich,RU,2020-07-10 10:56:02,48.6,133.82,64.45,89,10,3.09,clear sky,0.0,0.0
404,Galbshtadt,RU,2020-07-10 10:56:02,53.23,78.98,73.02,55,39,18.25,scattered clouds,0.0,0.0
405,Kamaishi,JP,2020-07-10 10:48:57,39.27,141.88,75.2,94,75,4.7,light intensity shower rain,0.0,0.0
406,Port Hardy,CA,2020-07-10 10:56:03,50.7,-127.42,54.18,88,85,4.14,overcast clouds,0.0,0.0
407,Tambovka,RU,2020-07-10 10:56:03,50.1,128.05,80.6,61,29,6.71,scattered clouds,0.0,0.0
408,Nizhniy Kuranakh,RU,2020-07-10 10:56:03,58.84,125.49,73.72,67,18,3.06,few clouds,0.0,0.0
409,Isangel,VU,2020-07-10 10:49:49,-19.55,169.27,70.74,81,29,18.52,scattered clouds,0.0,0.0
410,Hauterive,FR,2020-07-10 10:56:03,46.09,3.45,80.6,42,75,3.36,broken clouds,0.0,0.0
411,Touho,NC,2020-07-10 10:56:03,-20.78,165.23,68.5,74,2,22.15,clear sky,0.0,0.0
412,Shostka,UA,2020-07-10 10:56:04,51.86,33.47,71.1,59,32,7.81,scattered clouds,0.0,0.0
413,Grants,US,2020-07-10 10:56:04,35.15,-107.85,68.0,28,1,6.93,clear sky,0.0,0.0
414,Tabou,CI,2020-07-10 10:49:18,4.42,-7.35,78.24,78,100,10.11,overcast clouds,0.0,0.0
415,Westport,US,2020-07-10 10:56:04,41.14,-73.36,73.99,94,90,8.05,overcast clouds,0.0,0.0
416,Changping,CN,2020-07-10 10:56:04,40.22,116.22,82.0,73,13,6.71,few clouds,0.0,0.0
417,Batagay-Alyta,RU,2020-07-10 10:49:32,67.8,130.41,69.31,41,71,5.39,broken clouds,0.0,0.0
418,Sesheke,ZM,2020-07-10 10:56:05,-17.48,24.3,80.6,36,0,6.93,clear sky,0.0,0.0
419,Angoche,MZ,2020-07-10 10:56:05,-16.23,39.91,79.9,60,1,7.54,clear sky,0.0,0.0
420,Ankang,CN,2020-07-10 10:56:05,32.68,109.02,75.78,86,100,3.15,moderate rain,0.0,0.0
421,Talikota,IN,2020-07-10 10:56:05,16.48,76.32,84.92,61,100,15.84,overcast clouds,0.0,0.0
422,Meulaboh,ID,2020-07-10 10:56:05,4.14,96.13,82.08,78,100,3.13,light rain,0.0,0.0
423,Murray Bridge,AU,2020-07-10 10:56:05,-35.12,139.27,51.01,91,99,1.01,overcast clouds,0.0,0.0
424,Narathiwat,TH,2020-07-10 10:56:06,6.33,101.75,86.0,70,20,3.36,few clouds,0.0,0.0
425,Kruisfontein,ZA,2020-07-10 10:49:29,-34.0,24.73,65.62,42,48,5.7,scattered clouds,0.0,0.0
426,Buraydah,SA,2020-07-10 10:56:06,26.33,43.98,107.6,15,0,4.7,clear sky,0.0,0.0
427,Guerrero Negro,MX,2020-07-10 10:56:06,27.98,-114.06,66.04,76,2,3.89,clear sky,0.0,0.0
428,Tautira,PF,2020-07-10 10:49:34,-17.73,-149.15,75.2,69,75,4.7,broken clouds,0.0,0.0
429,Ayios Nikolaos,GR,2020-07-10 10:56:06,38.42,23.65,84.0,34,20,11.41,few clouds,0.0,0.0
430,Sao Joao Da Barra,BR,2020-07-10 10:44:33,-21.64,-41.05,69.8,83,75,16.11,broken clouds,0.0,0.0
431,San Rafael,AR,2020-07-10 10:56:07,-34.62,-68.33,44.22,56,62,3.24,broken clouds,0.0,0.0
432,Omboue,GA,2020-07-10 10:56:07,-1.57,9.26,77.49,69,97,7.31,overcast clouds,0.0,0.0
433,Daru,PG,2020-07-10 10:56:07,-9.08,143.21,78.13,89,100,19.26,light rain,0.0,0.0
434,La Palma,US,2020-07-10 10:51:15,33.85,-118.05,66.2,82,90,3.36,overcast clouds,0.0,0.0
435,Muros,ES,2020-07-10 10:56:08,42.78,-9.06,72.0,61,7,11.01,clear sky,0.0,0.0
436,Porto Novo,BJ,2020-07-10 10:56:08,6.5,2.6,80.6,83,20,13.87,few clouds,0.0,0.0
437,Quelimane,MZ,2020-07-10 10:56:08,-17.88,36.89,80.6,65,40,3.36,scattered clouds,0.0,0.0
438,Belmonte,BR,2020-07-10 10:50:05,-15.86,-38.88,66.2,93,20,6.93,fog,0.0,0.0
439,Sirtich,RU,2020-07-10 10:56:08,41.83,48.23,83.98,47,98,11.7,light rain,0.0,0.0
440,La Rioja,ES,2020-07-10 10:56:08,42.25,-2.5,77.0,50,40,9.17,scattered clouds,0.0,0.0
441,Poopo,BO,2020-07-10 10:56:08,-18.37,-66.97,25.59,75,49,1.57,scattered clouds,0.0,0.0
442,Verkhnyaya Inta,RU,2020-07-10 10:56:08,65.98,60.31,91.76,39,12,13.65,few clouds,0.0,0.0
443,Avera,US,2020-07-10 10:56:09,33.19,-82.53,73.4,85,1,4.7,clear sky,0.0,0.0
444,Smithers,CA,2020-07-10 10:56:09,54.78,-127.17,51.8,81,20,3.36,few clouds,0.0,0.0
445,Mranggen,ID,2020-07-10 10:56:09,-7.03,110.52,86.0,70,20,6.93,few clouds,0.0,0.0
446,Emmett,US,2020-07-10 10:49:19,43.87,-116.5,66.0,59,27,6.2,scattered clouds,0.0,0.0
447,Tirukkoyilur,IN,2020-07-10 10:56:09,11.95,79.2,89.58,51,100,6.22,overcast clouds,0.0,0.0
448,Barra Patuca,HN,2020-07-10 10:48:48,15.8,-84.28,76.62,89,74,2.35,broken clouds,0.0,0.0
449,Baishishan,CN,2020-07-10 10:56:09,43.58,127.57,71.67,64,100,7.2,overcast clouds,0.0,0.0
450,Sioux Lookout,CA,2020-07-10 10:49:41,50.1,-91.92,62.6,88,40,5.82,scattered clouds,0.0,0.0
451,Minden,DE,2020-07-10 10:56:10,52.28,8.92,64.4,88,75,12.75,shower rain,0.0,0.0
452,Meadow Lake,US,2020-07-10 10:45:19,34.8,-106.54,78.8,16,1,4.7,clear sky,0.0,0.0
453,Ghanzi,BW,2020-07-10 10:55:04,-21.57,21.78,79.3,17,0,17.18,clear sky,0.0,0.0
454,Teya,RU,2020-07-10 10:56:10,60.38,92.63,56.86,88,99,0.67,light rain,0.0,0.0
455,Tekkali,IN,2020-07-10 10:56:10,18.62,84.23,89.76,64,82,14.47,broken clouds,0.0,0.0
456,Samana,DO,2020-07-10 10:56:10,19.21,-69.34,78.8,86,31,8.34,scattered clouds,0.0,0.0
457,Ust-Karsk,RU,2020-07-10 10:56:11,52.7,118.81,85.3,36,16,3.8,few clouds,0.0,0.0
458,Kamenka,RU,2020-07-10 10:56:11,51.32,42.77,79.0,39,0,11.01,clear sky,0.0,0.0
459,Urgut,UZ,2020-07-10 10:56:11,39.4,67.24,95.0,17,20,13.87,few clouds,0.0,0.0
460,Mahebourg,MU,2020-07-10 10:56:11,-20.41,57.7,73.4,69,40,18.34,scattered clouds,0.0,0.0
461,Kitimat,CA,2020-07-10 10:56:11,54.05,-128.65,54.43,80,100,2.66,overcast clouds,0.0,0.0
462,Petropavlovsk-Kamchatskiy,RU,2020-07-10 10:56:11,53.05,158.65,53.6,100,75,6.71,broken clouds,0.0,0.0
463,Adrar,MR,2020-07-10 10:50:11,20.5,-10.07,99.81,8,22,3.06,few clouds,0.0,0.0
464,Nanortalik,GL,2020-07-10 10:56:12,60.14,-45.24,44.96,94,100,8.03,overcast clouds,0.0,0.0
465,Acari,PE,2020-07-10 10:56:12,-15.43,-74.62,56.88,68,48,2.84,scattered clouds,0.0,0.0
466,Sur,OM,2020-07-10 10:49:16,22.57,59.53,95.38,44,67,6.76,broken clouds,0.0,0.0
467,Hualmay,PE,2020-07-10 10:49:12,-11.1,-77.61,59.63,84,96,7.9,overcast clouds,0.0,0.0
468,Iqaluit,CA,2020-07-10 10:56:12,63.75,-68.51,42.8,87,40,2.24,scattered clouds,0.0,0.0
469,Maldonado,UY,2020-07-10 10:49:50,-34.67,-54.92,51.01,87,52,5.82,broken clouds,0.0,0.0
470,Lerwick,GB,2020-07-10 10:53:32,60.15,-1.15,55.4,76,40,10.29,scattered clouds,0.0,0.0
471,Oussouye,SN,2020-07-10 10:56:13,12.48,-16.55,86.0,79,40,4.7,scattered clouds,0.0,0.0
